send   position_data-->[2018-07-13 16:47:25]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:47:25]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:47:38]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:47:38]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:47:38]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:47:38]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:47:39]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:47:39]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:47:39]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:47:39]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:47:39]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:47:39]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:07]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:07]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:07]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:07]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:08]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:09]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:09]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
send   position_data-->[2018-07-13 16:48:09]:eplrs_t_r_0(192.168.1.6)-->mse_t_v_12(127.0.0.1):   经度:116.230°,纬度:39.540°,高度:12.300km
receive position_data-->[2018-07-13 16:48:09]:eplrs_t_r_0(127.0.0.1)-->eplrs_t_r_0(192.168.1.6):   经度:116.230°,纬度:39.540°,高度:12.300km
